LNo   | Status   | Source Code                                                                                                                             | Tests
27    | COVERED  | logger.propagate = False                                                                                                                | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
29    | COVERED  | fh = logging.FileHandler(log_path, mode='a', encoding='utf-8')                                                                          | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
30    | COVERED  | fh.addFilter(TraceFilter())                                                                                                             | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
31    | COVERED  | fh.setFormatter(logging.Formatter('%(asctime)s - [%(trace_id)s] - %(levelname)s - %(message)s'))                                        | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
32    | COVERED  | logger.addHandler(fh)                                                                                                                   | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
34    | COVERED  | ch = logging.StreamHandler(sys.stdout)                                                                                                  | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
35    | COVERED  | ch.setLevel(logging.INFO)                                                                                                               | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
36    | COVERED  | ch.setFormatter(logging.Formatter('%(message)s'))                                                                                       | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
37    | COVERED  | logger.addHandler(ch)                                                                                                                   | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
40    | COVERED  | import os                                                                                                                               | test_15_5_coverage_cli_apply_shorthand, test_13_4_positive_continue_on_fail, test_5_1_positive_binary_literal, test_6_1_negative_strip_out_of_bounds, test_7_6_negative_read_only_file, test_9_1_positive_continue_on_fail, test_p3_global_reverse, test_7_7_negative_malformed_binary_header, test_6_4_negative_ambiguity_code_127, test_9_3_negative_continue_fatal_exception, test_16_2_delta_copy_bitmasks_full, test_15_8_coverage_deep_text_creation, test_6_3_negative_strict_offset_failure, test_7_3_negative_include_filter, test_14_2_negative_mangled_header, test_5_2_positive_binary_creation, test_13_1_negative_path_strip_overrun, test_11_1_positive_binary_delta_insert, test_16_4_delta_decoder_copy_block_unlock, test_p11_negative_invalid_base85_char, test_p4_ws_plus_fuzz, test_15_3_coverage_missing_hunks, test_p9_sequence_plus_reverse, test_16_5_delta_copy_brute_force, test_10_1_positive_sequential_offsets, test_15_9_coverage_delta_all_bitmasks, test_8_3_positive_reverse_deletion_to_creation, test_12_1_safety_dry_run_edit, test_6_6_negative_rename_source_missing, test_3_1_positive_rename_and_edit, test_p12_negative_empty_binary_block, test_10_2_positive_sequential_creation, test_p7_strip_depth_permutation, test_p8_include_plus_cleanup, test_15_10_coverage_parser_empty_renames, test_p1_rename_plus_fuzz, test_13_2_positive_filter_include_skip, test_15_7_coverage_delta_bitwise_instructions, test_2_1_positive_exact_match, test_7_4_positive_cleanup_ignore, test_p10_identity_plus_binary, test_15_4_coverage_io_failure, test_p2_reverse_creation_existing, test_16_3_delta_index_error_break, test_11_3_negative_binary_delta_truncated, test_15_1_coverage_delta_large_copy, test_16_1_delta_decoder_loop_entry, test_8_5_positive_reverse_creation_to_deletion, test_15_12_coverage_cli_no_args, test_8_4_positive_reverse_binary_literal, test_7_5_negative_identity_conflict, test_3_2_positive_identity_redirection, test_15_2_coverage_parser_similarity_edge, test_14_3_positive_reverse_creation, test_11_2_positive_binary_zlib_literal, test_6_5_positive_complex_rename_chain, test_7_1_positive_recursive_cleanup, test_13_3_negative_ambiguity_exit_127, test_9_2_positive_continue_on_ambiguity, test_16_5_delta_decoder_brute_force_copy, test_6_2_positive_mkdir_on_demand, test_4_1_positive_fuzz_factor, test_12_2_safety_dry_run_rename, test_12_3_safety_dry_run_cleanup, test_12_4_safety_dry_run_mkdir, test_14_1_negative_identity_conflict, test_15_6_coverage_empty_stream, test_8_1_positive_reverse_content, test_p5_exclude_binary, test_4_2_positive_ignore_whitespace, test_p6_continue_rename_collision, test_15_11_coverage_deep_mkdir, test_8_2_positive_reverse_rename, test_7_2_positive_exclude_filter
